route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,peak_offpeak
3,246103324610332,246103324610332+1899386+0,Grand Central,1349,1,,5,1,0
3,246103324610332,246103324610332+1899396+1,Stamford,1352,0,,16,1,1
3,246103324610332,246103324610332+1899402+0,Grand Central,1353,1,,5,1,0
3,246103324610332,246103324610332+1899407+0,Grand Central,1355,1,,5,1,0
3,246103324610332,246103324610332+1899413+0,Grand Central,1357,1,,5,1,0
3,246103324610332,246103324610332+1899418+1,Stamford,1358,0,,16,1,1
3,246103324610332,246103324610332+1899423+0,Grand Central,1359,1,,5,1,0
3,246103324610332,246103324610332+1899430+1,Stamford,1360,0,,16,1,1
3,246103324610332,246103324610332+1899436+0,Grand Central,1361,1,,5,1,0
3,246103324610332,246103324610332+1899442+1,Old Greenwich,1362,0,,16,1,1
3,246103324610332,246103324610332+1899448+0,Grand Central,1363,1,,5,1,0
3,246103324610332,246103324610332+1899454+0,Grand Central,1365,1,,5,1,0
3,246103324610332,246103324610332+1899460+0,Grand Central,1367,1,,5,1,0
3,246103324610332,246103324610332+1899466+1,Stamford,1368,0,,16,1,1
3,246103324610332,246103324610332+1899472+0,Grand Central,1369,1,,5,1,0
3,246103324610332,246103324610332+1899478+1,Stamford,1370,0,,16,1,1
3,246103324610332,246103324610332+1899483+0,Grand Central,1371,1,,5,1,0
3,246103324610332,246103324610332+1899489+0,Grand Central,1373,1,,5,1,0
3,246103324610332,246103324610332+1899495+1,Stamford,1374,0,,16,1,1
3,246103324610332,246103324610332+1899501+0,Grand Central,1375,1,,5,1,0
3,246103324610332,246103324610332+1899507+1,Stamford,1376,0,,16,1,1
3,246103324610332,246103324610332+1899519+1,Stamford,1382,0,,16,1,1
3,246103324610332,246103324610332+1899534+0,Grand Central,1385,1,,5,1,0
3,246103324610332,246103324610332+1899540+0,Stamford,1386,0,,16,1,0
3,246103324610332,246103324610332+1899551+0,Stamford,1388,0,,16,1,0
3,246103324610332,246103324610332+1899555+0,Grand Central,1389,1,,5,1,0
3,246103324610332,246103324610332+1899560+0,Stamford,1390,0,,16,1,0
3,246103324610332,246103324610332+1899566+0,Grand Central,1391,1,,5,1,0
3,246103324610332,246103324610332+1899579+0,Stamford,1394,0,,16,1,0
3,246103324610332,246103324610332+1899590+0,Grand Central,1397,1,,5,1,0
3,246103324610332,246103324610332+1899623+1,Grand Central,1407,1,,5,1,1
3,246103324610332,246103324610332+1899627+1,Stamford,1408,0,,16,1,1
3,246103324610332,246103324610332+1899632+1,Grand Central,1409,1,,5,1,1
3,246103324610332,246103324610332+1899637+1,Stamford,1410,0,,16,1,1
3,246103324610332,246103324610332+1899641+0,New Haven,1416,0,,16,1,0
3,246103324610332,246103324610332+1899657+1,Grand Central,1433,1,,5,1,1
3,246103324610332,246103324610332+1899667+0,Grand Central,1445,1,,5,1,0
3,246103324610332,246103324610332+1899672+1,Bridgeport,1456,0,,16,1,1
3,246103324610332,246103324610332+1899677+1,South Norwalk,1458,0,,16,1,1
3,246103324610332,246103324610332+1899683+0,Grand Central,1471,1,,5,1,0
3,246103324610332,246103324610332+1899689+0,Grand Central,1473,1,,5,1,0
3,246103324610332,246103324610332+1899694+0,Grand Central,1497,1,,5,1,0
3,246103324610332,246103324610332+1899718+0,New Haven-State St,1504,0,,16,1,0
3,246103324610332,246103324610332+1899724+1,New Haven-State St,1506,0,,16,1,1
3,246103324610332,246103324610332+1899730+1,Grand Central,1507,1,,5,1,1
3,246103324610332,246103324610332+1899736+1,New Haven,1508,0,,16,1,1
3,246103324610332,246103324610332+1899742+1,Grand Central,1509,1,,5,1,1
3,246103324610332,246103324610332+1899747+1,New Haven-State St,1510,0,,16,1,1
3,246103324610332,246103324610332+1899753+1,Grand Central,1511,1,,5,1,1
3,246103324610332,246103324610332+1899762+1,Grand Central,1513,1,,5,1,1
3,246103324610332,246103324610332+1899768+1,New Haven-State St,1514,0,,16,1,1
3,246103324610332,246103324610332+1899778+1,Grand Central,1517,1,,5,1,1
3,246103324610332,246103324610332+1899788+0,New Haven,1520,0,,16,1,0
3,246103324610332,246103324610332+1899794+0,New Haven,1522,0,,16,1,0
3,246103324610332,246103324610332+1899800+0,New Haven,1524,0,,16,1,0
3,246103324610332,246103324610332+1899808+0,New Haven,1526,0,,16,1,0
3,246103324610332,246103324610332+1899814+0,New Haven,1528,0,,16,1,0
3,246103324610332,246103324610332+1899821+0,New Haven,1530,0,,16,1,0
3,246103324610332,246103324610332+1899831+0,New Haven,1532,0,,16,1,0
3,246103324610332,246103324610332+1899836+1,Grand Central,1533,1,,5,1,1
3,246103324610332,246103324610332+1899841+0,New Haven,1534,0,,16,1,0
3,246103324610332,246103324610332+1899847+1,Grand Central,1535,1,,5,1,1
3,246103324610332,246103324610332+1899852+0,New Haven,1536,0,,16,1,0
3,246103324610332,246103324610332+1899859+0,New Haven,1538,0,,16,1,0
3,246103324610332,246103324610332+1899867+0,New Haven,1540,0,,16,1,0
3,246103324610332,246103324610332+1899873+0,Grand Central,1541,1,,5,1,0
3,246103324610332,246103324610332+1899879+1,New Haven,1542,0,,16,1,1
3,246103324610332,246103324610332+1899885+1,New Haven,1544,0,,16,1,1
3,246103324610332,246103324610332+1899890+0,Grand Central,1545,1,,5,1,0
3,246103324610332,246103324610332+1899895+1,New Haven,1546,0,,16,1,1
3,246103324610332,246103324610332+1899901+1,New Haven,1548,0,,16,1,1
3,246103324610332,246103324610332+1899906+0,Grand Central,1549,1,,5,1,0
3,246103324610332,246103324610332+1899911+0,Grand Central,1551,1,,5,1,0
3,246103324610332,246103324610332+1899917+1,New Haven,1552,0,,16,1,1
3,246103324610332,246103324610332+1899921+0,Grand Central,1553,1,,5,1,0
3,246103324610332,246103324610332+1899926+1,New Haven,1554,0,,16,1,1
3,246103324610332,246103324610332+1899932+0,Grand Central,1555,1,,5,1,0
3,246103324610332,246103324610332+1899938+1,New Haven,1556,0,,16,1,1
3,246103324610332,246103324610332+1899943+0,Grand Central,1557,1,,5,1,0
3,246103324610332,246103324610332+1899948+0,Grand Central,1559,1,,5,1,0
3,246103324610332,246103324610332+1899956+0,Grand Central,1561,1,,5,1,0
3,246103324610332,246103324610332+1899962+1,New Haven,1562,0,,16,1,1
3,246103324610332,246103324610332+1899968+0,Grand Central,1563,1,,5,1,0
3,246103324610332,246103324610332+1899974+0,Grand Central,1565,1,,5,1,0
3,246103324610332,246103324610332+1899980+0,Grand Central,1567,1,,5,1,0
3,246103324610332,246103324610332+1899987+0,Grand Central,1569,1,,5,1,0
3,246103324610332,246103324610332+1899993+1,New Haven,1570,0,,16,1,1
3,246103324610332,246103324610332+1899998+0,Grand Central,1571,1,,5,1,0
3,246103324610332,246103324610332+1900005+0,Grand Central,1573,1,,5,1,0
3,246103324610332,246103324610332+1900011+1,New Haven,1574,0,,16,1,1
3,246103324610332,246103324610332+1900016+0,Grand Central,1575,1,,5,1,0
3,246103324610332,246103324610332+1900022+1,New Haven,1576,0,,16,1,1
3,246103324610332,246103324610332+1900028+0,Grand Central,1577,1,,5,1,0
3,246103324610332,246103324610332+1900038+0,Grand Central,1579,1,,5,1,0
3,246103324610332,246103324610332+1900048+0,New Haven,1582,0,,16,1,0
3,246103324610332,246103324610332+1900054+0,Grand Central,1583,1,,5,1,0
3,246103324610332,246103324610332+1900059+0,New Haven,1584,0,,16,1,0
3,246103324610332,246103324610332+1900069+0,Grand Central,1587,1,,5,1,0
3,246103324610332,246103324610332+1900075+0,New Haven,1588,0,,16,1,0
3,246103324610332,246103324610332+1900080+0,New Haven,1590,0,,16,1,0
3,246103324610332,246103324610332+1900086+0,Grand Central,1591,1,,5,1,0
3,246103324610332,246103324610332+1900095+0,New Haven,1594,0,,16,1,0
3,246103324610332,246103324610332+1900100+0,Grand Central,1595,1,,5,1,0
3,246103324610332,246103324610332+1900106+0,Grand Central,1597,1,,5,1,0
3,246103324610332,246103324610332+1900111+0,New Haven,1598,0,,16,1,0
4,246103324610332,246103324610332+1900130+1,Grand Central,1707,1,,8,1,1
4,246103324610332,246103324610332+1900135+1,New Canaan,1710,0,,19,1,1
4,246103324610332,246103324610332+1900141+1,Grand Central,1711,1,,8,1,1
4,246103324610332,246103324610332+1900146+1,New Canaan,1712,0,,19,1,1
4,246103324610332,246103324610332+1900162+1,Grand Central,1723,1,,8,1,1
4,246103324610332,246103324610332+1900175+1,Grand Central,1731,1,,8,1,1
4,246103324610332,246103324610332+1900194+0,New Canaan,1740,0,,19,1,0
4,246103324610332,246103324610332+1900210+1,New Canaan,1750,0,,19,1,1
4,246103324610332,246103324610332+1900221+1,New Canaan,1752,0,,19,1,1
4,246103324610332,246103324610332+1900254+0,Grand Central,1775,1,,8,1,0
5,246103324610332,246103324610332+1900308+1,Grand Central,1811,1,,10,1,1
5,246103324610332,246103324610332+1900324+1,Grand Central,1819,1,,10,1,1
5,246103324610332,246103324610332+1900334+0,Danbury,1830,0,,21,1,0
5,246103324610332,246103324610332+1900340+1,Grand Central,1831,1,,10,1,1
5,246103324610332,246103324610332+1900356+1,Grand Central,1841,1,,10,1,1
5,246103324610332,246103324610332+1900367+1,Danbury,1848,0,,21,1,1
5,246103324610332,246103324610332+1900382+1,Danbury,1860,0,,21,1,1
5,246103324610332,246103324610332+1900396+1,Danbury,1868,0,,21,1,1
5,246103324610332,246103324610332+1900416+0,Danbury,1882,0,,21,1,0
5,246103324610332,246103324610332+1900428+0,South Norwalk,1897,1,,10,1,0
2,246103324610332,246103324610332+1901197+1,Grand Central,306,1,,3,1,1
2,246103324610332,246103324610332+1901207+1,Grand Central,308,1,,3,1,1
2,246103324610332,246103324610332+1901228+1,Grand Central,312,1,,3,1,1
2,246103324610332,246103324610332+1901236+1,Grand Central,314,1,,3,1,1
2,246103324610332,246103324610332+1901254+1,Grand Central,326,1,,3,1,1
2,246103324610332,246103324610332+1901259+1,Grand Central,328,1,,3,1,1
2,246103324610332,246103324610332+1901324+0,North White Plains,345,0,,14,1,0
2,246103324610332,246103324610332+1901330+1,North White Plains,349,0,,14,1,1
3,246103324610332,246103324610332+1901343+1,Grand Central,3507,1,,5,1,1
3,246103324610332,246103324610332+1901354+1,Grand Central,3511,1,,5,1,1
2,246103324610332,246103324610332+1901377+1,North White Plains,353,0,,14,1,1
3,246103324610332,246103324610332+1901385+1,Grand Central,3537,1,,5,1,1
3,246103324610332,246103324610332+1901392+0,New Haven,3538,0,,16,1,0
3,246103324610332,246103324610332+1901403+1,New Haven,3542,0,,16,1,1
3,246103324610332,246103324610332+1901410+1,New Haven,3546,0,,16,1,1
3,246103324610332,246103324610332+1901417+0,Grand Central,3549,1,,5,1,0
2,246103324610332,246103324610332+1901420+1,Crestwood,355,0,,14,1,1
3,246103324610332,246103324610332+1901433+1,New Haven,3568,0,,16,1,1
2,246103324610332,246103324610332+1901439+1,Crestwood,357,0,,14,1,1
3,246103324610332,246103324610332+1901444+1,New Haven,3570,0,,16,1,1
3,246103324610332,246103324610332+1901451+0,Grand Central,3581,1,,5,1,0
3,246103324610332,246103324610332+1901455+0,New Haven,3586,0,,16,1,0
2,246103324610332,246103324610332+1901457+1,North White Plains,359,0,,14,1,1
2,246103324610332,246103324610332+1901463+1,Crestwood,361,0,,14,1,1
2,246103324610332,246103324610332+1901467+1,North White Plains,363,0,,14,1,1
2,246103324610332,246103324610332+1901473+1,Crestwood,365,0,,14,1,1
2,246103324610332,246103324610332+1901478+0,Grand Central,366,1,,3,1,0
2,246103324610332,246103324610332+1901483+1,Mt Vernon West,367,0,,14,1,1
2,246103324610332,246103324610332+1901506+1,North White Plains,373,0,,14,1,1
1,246103324610332,246103324610332+1901532+1,Grand Central,426,1,,1,1,1
1,246103324610332,246103324610332+1901544+1,Grand Central,434,1,,1,1,1
1,246103324610332,246103324610332+1901551+1,Grand Central,436,1,,1,1,1
1,246103324610332,246103324610332+1901558+1,Grand Central,440,1,,1,1,1
1,246103324610332,246103324610332+1901563+0,Greystone,443,0,,12,1,0
2,246103324610332,246103324610332+1901586+1,Grand Central,4524,1,,3,1,1
2,246103324610332,246103324610332+1901597+1,North White Plains,4551,0,,14,1,1
2,246103324610332,246103324610332+1901621+1,Grand Central,4608,1,,3,1,1
1,246103324610332,246103324610332+1901627+1,Greystone,461,0,,12,1,1
2,246103324610332,246103324610332+1901646+0,Southeast,4635,0,,14,1,0
2,246103324610332,246103324610332+1901656+0,Grand Central,4644,1,,3,1,0
2,246103324610332,246103324610332+1901661+1,Southeast,4649,0,,14,1,1
1,246103324610332,246103324610332+1901666+1,Greystone,465,0,,12,1,1
2,246103324610332,246103324610332+1901674+1,Southeast,4661,0,,14,1,1
1,246103324610332,246103324610332+1901684+1,Greystone,469,0,,12,1,1
1,246103324610332,246103324610332+1901698+1,Grand Central,4720,1,,1,1,1
1,246103324610332,246103324610332+1901709+0,Grand Central,4744,1,,1,1,0
1,246103324610332,246103324610332+1901716+1,Croton-Harmon,4761,0,,12,1,1
1,246103324610332,246103324610332+1901741+0,Poughkeepsie,4835,0,,12,1,0
2,246103324610332,246103324610332+1901780+0,Grand Central,500,1,,3,1,0
2,246103324610332,246103324610332+1901824+1,North White Plains,503,0,,14,1,1
2,246103324610332,246103324610332+1901830+1,Grand Central,504,1,,3,1,1
2,246103324610332,246103324610332+1901835+1,North White Plains,505,0,,14,1,1
2,246103324610332,246103324610332+1901844+1,North White Plains,507,0,,14,1,1
2,246103324610332,246103324610332+1901860+1,North White Plains,511,0,,14,1,1
2,246103324610332,246103324610332+1901880+1,North White Plains,513,0,,14,1,1
2,246103324610332,246103324610332+1901895+1,North White Plains,515,0,,14,1,1
2,246103324610332,246103324610332+1901928+1,Grand Central,520,1,,3,1,1
2,246103324610332,246103324610332+1901935+0,North White Plains,521,0,,14,1,0
2,246103324610332,246103324610332+1901964+0,North White Plains,525,0,,14,1,0
2,246103324610332,246103324610332+1901999+0,North White Plains,529,0,,14,1,0
2,246103324610332,246103324610332+1902065+0,North White Plains,537,0,,14,1,0
2,246103324610332,246103324610332+1902077+0,Grand Central,538,1,,3,1,0
2,246103324610332,246103324610332+1902094+0,Grand Central,540,1,,3,1,0
2,246103324610332,246103324610332+1902101+0,North White Plains,541,0,,14,1,0
2,246103324610332,246103324610332+1902113+0,Grand Central,544,1,,3,1,0
2,246103324610332,246103324610332+1902119+0,North White Plains,545,0,,14,1,0
2,246103324610332,246103324610332+1902136+0,Grand Central,548,1,,3,1,0
2,246103324610332,246103324610332+1902146+0,Grand Central,552,1,,3,1,0
2,246103324610332,246103324610332+1902188+1,North White Plains,557,0,,14,1,1
2,246103324610332,246103324610332+1902210+1,North White Plains,559,0,,14,1,1
2,246103324610332,246103324610332+1902221+0,Grand Central,560,1,,3,1,0
2,246103324610332,246103324610332+1902237+0,Grand Central,562,1,,3,1,0
2,246103324610332,246103324610332+1902254+0,Grand Central,564,1,,3,1,0
2,246103324610332,246103324610332+1902266+1,North White Plains,565,0,,14,1,1
2,246103324610332,246103324610332+1902284+1,North White Plains,567,0,,14,1,1
2,246103324610332,246103324610332+1902290+0,Grand Central,568,1,,3,1,0
2,246103324610332,246103324610332+1902309+0,Grand Central,570,1,,3,1,0
2,246103324610332,246103324610332+1902324+0,Grand Central,572,1,,3,1,0
2,246103324610332,246103324610332+1902371+0,Grand Central,576,1,,3,1,0
2,246103324610332,246103324610332+1902407+1,North White Plains,581,0,,14,1,1
2,246103324610332,246103324610332+1902417+0,North White Plains,583,0,,14,1,0
2,246103324610332,246103324610332+1902428+0,North White Plains,585,0,,14,1,0
2,246103324610332,246103324610332+1902441+0,North White Plains,587,0,,14,1,0
2,246103324610332,246103324610332+1902468+0,North White Plains,591,0,,14,1,0
2,246103324610332,246103324610332+1902480+0,North White Plains,593,0,,14,1,0
2,246103324610332,246103324610332+1902485+0,North White Plains,595,0,,14,1,0
2,246103324610332,246103324610332+1902490+0,Grand Central,596,1,,3,1,0
2,246103324610332,246103324610332+1902513+0,Grand Central,600,1,,3,1,0
2,246103324610332,246103324610332+1902519+1,Southeast,601,0,,14,1,1
2,246103324610332,246103324610332+1902525+0,Grand Central,602,1,,3,1,0
2,246103324610332,246103324610332+1902536+1,Grand Central,604,1,,3,1,1
2,246103324610332,246103324610332+1902541+1,Southeast,605,0,,14,1,1
2,246103324610332,246103324610332+1902547+1,Grand Central,606,1,,3,1,1
2,246103324610332,246103324610332+1902552+1,Southeast,607,0,,14,1,1
2,246103324610332,246103324610332+1902558+1,Grand Central,608,1,,3,1,1
2,246103324610332,246103324610332+1902563+1,Southeast,609,0,,14,1,1
2,246103324610332,246103324610332+1902568+1,Grand Central,610,1,,3,1,1
2,246103324610332,246103324610332+1902574+1,Southeast,611,0,,14,1,1
2,246103324610332,246103324610332+1902585+1,Grand Central,614,1,,3,1,1
2,246103324610332,246103324610332+1902590+0,Southeast,615,0,,14,1,0
2,246103324610332,246103324610332+1902595+1,Grand Central,616,1,,3,1,1
2,246103324610332,246103324610332+1902600+0,Southeast,617,0,,14,1,0
2,246103324610332,246103324610332+1902606+1,Grand Central,618,1,,3,1,1
2,246103324610332,246103324610332+1902620+1,Grand Central,622,1,,3,1,1
2,246103324610332,246103324610332+1902625+1,Grand Central,624,1,,3,1,1
2,246103324610332,246103324610332+1902629+0,Southeast,625,0,,14,1,0
2,246103324610332,246103324610332+1902636+1,Grand Central,628,1,,3,1,1
2,246103324610332,246103324610332+1902641+0,Southeast,629,0,,14,1,0
2,246103324610332,246103324610332+1902647+1,Grand Central,630,1,,3,1,1
2,246103324610332,246103324610332+1902742+1,Grand Central,632,1,,3,1,1
2,246103324610332,246103324610332+1902856+1,Grand Central,634,1,,3,1,1
2,246103324610332,246103324610332+1903010+0,Southeast,637,0,,14,1,0
2,246103324610332,246103324610332+1903040+0,Mt Kisco,639,0,,14,1,0
2,246103324610332,246103324610332+1903049+0,Grand Central,640,1,,3,1,0
2,246103324610332,246103324610332+1903054+0,Southeast,641,0,,14,1,0
2,246103324610332,246103324610332+1903071+0,Grand Central,644,1,,3,1,0
2,246103324610332,246103324610332+1903076+1,Southeast,645,0,,14,1,1
2,246103324610332,246103324610332+1903085+0,Grand Central,648,1,,3,1,0
2,246103324610332,246103324610332+1903091+1,Southeast,649,0,,14,1,1
2,246103324610332,246103324610332+1903137+1,Southeast,651,0,,14,1,1
2,246103324610332,246103324610332+1903186+0,Grand Central,652,1,,3,1,0
2,246103324610332,246103324610332+1903430+0,Grand Central,656,1,,3,1,0
2,246103324610332,246103324610332+1903483+1,Brewster,657,0,,14,1,1
2,246103324610332,246103324610332+1903506+1,Southeast,659,0,,14,1,1
2,246103324610332,246103324610332+1903519+1,Mt Kisco,661,0,,14,1,1
2,246103324610332,246103324610332+1903523+0,Grand Central,662,1,,3,1,0
2,246103324610332,246103324610332+1903529+1,Brewster,663,0,,14,1,1
2,246103324610332,246103324610332+1903534+0,Grand Central,664,1,,3,1,0
2,246103324610332,246103324610332+1903540+1,Mt Kisco,665,0,,14,1,1
2,246103324610332,246103324610332+1903545+1,Southeast,667,0,,14,1,1
2,246103324610332,246103324610332+1903549+0,Grand Central,668,1,,3,1,0
2,246103324610332,246103324610332+1903554+1,Mt Kisco,669,0,,14,1,1
2,246103324610332,246103324610332+1903559+0,Grand Central,670,1,,3,1,0
2,246103324610332,246103324610332+1903588+1,Southeast,671,0,,14,1,1
2,246103324610332,246103324610332+1903791+1,Southeast,677,0,,14,1,1
2,246103324610332,246103324610332+1903826+0,Southeast,681,0,,14,1,0
2,246103324610332,246103324610332+1903859+0,Southeast,683,0,,14,1,0
2,246103324610332,246103324610332+1903879+0,Grand Central,684,1,,3,1,0
2,246103324610332,246103324610332+1903898+0,Southeast,685,0,,14,1,0
2,246103324610332,246103324610332+1903931+0,Grand Central,688,1,,3,1,0
2,246103324610332,246103324610332+1903962+0,Grand Central,692,1,,3,1,0
1,246103324610332,246103324610332+1904075+1,Grand Central,704,1,,1,1,1
1,246103324610332,246103324610332+1904081+1,Croton-Harmon,705,0,,12,1,1
1,246103324610332,246103324610332+1904087+1,Croton-Harmon,707,0,,12,1,1
1,246103324610332,246103324610332+1904093+1,Grand Central,708,1,,1,1,1
1,246103324610332,246103324610332+1904123+1,Croton-Harmon,713,0,,12,1,1
1,246103324610332,246103324610332+1904143+1,Grand Central,716,1,,1,1,1
1,246103324610332,246103324610332+1904147+0,Croton-Harmon,717,0,,12,1,0
1,246103324610332,246103324610332+1904154+0,Croton-Harmon,719,0,,12,1,0
1,246103324610332,246103324610332+1904161+0,Croton-Harmon,721,0,,12,1,0
1,246103324610332,246103324610332+1904171+0,Croton-Harmon,725,0,,12,1,0
1,246103324610332,246103324610332+1904176+1,Grand Central,728,1,,1,1,1
1,246103324610332,246103324610332+1904180+0,Croton-Harmon,729,0,,12,1,0
1,246103324610332,246103324610332+1904186+1,Grand Central,732,1,,1,1,1
1,246103324610332,246103324610332+1904192+0,Croton-Harmon,733,0,,12,1,0
1,246103324610332,246103324610332+1904198+1,Grand Central,734,1,,1,1,1
1,246103324610332,246103324610332+1904203+1,Grand Central,736,1,,1,1,1
1,246103324610332,246103324610332+1904208+0,Croton-Harmon,737,0,,12,1,0
1,246103324610332,246103324610332+1904213+1,Grand Central,738,1,,1,1,1
1,246103324610332,246103324610332+1904217+0,Croton-Harmon,739,0,,12,1,0
1,246103324610332,246103324610332+1904228+0,Croton-Harmon,741,0,,12,1,0
1,246103324610332,246103324610332+1904234+1,Grand Central,742,1,,1,1,1
1,246103324610332,246103324610332+1904240+0,Grand Central,744,1,,1,1,0
1,246103324610332,246103324610332+1904248+0,Grand Central,746,1,,1,1,0
1,246103324610332,246103324610332+1904253+1,Croton-Harmon,747,0,,12,1,1
1,246103324610332,246103324610332+1904259+1,Croton-Harmon,749,0,,12,1,1
1,246103324610332,246103324610332+1904265+0,Grand Central,750,1,,1,1,0
1,246103324610332,246103324610332+1904270+1,Croton-Harmon,753,0,,12,1,1
1,246103324610332,246103324610332+1904279+1,Croton-Harmon,755,0,,12,1,1
1,246103324610332,246103324610332+1904285+1,Croton-Harmon,757,0,,12,1,1
1,246103324610332,246103324610332+1904290+0,Grand Central,758,1,,1,1,0
1,246103324610332,246103324610332+1904296+0,Grand Central,760,1,,1,1,0
1,246103324610332,246103324610332+1904302+0,Grand Central,762,1,,1,1,0
1,246103324610332,246103324610332+1904311+1,Croton-Harmon,765,0,,12,1,1
1,246103324610332,246103324610332+1904317+0,Grand Central,766,1,,1,1,0
1,246103324610332,246103324610332+1904323+1,Croton-Harmon,767,0,,12,1,1
1,246103324610332,246103324610332+1904333+1,Croton-Harmon,769,0,,12,1,1
1,246103324610332,246103324610332+1904338+0,Grand Central,770,1,,1,1,0
1,246103324610332,246103324610332+1904344+1,Croton-Harmon,771,0,,12,1,1
1,246103324610332,246103324610332+1904351+0,Grand Central,772,1,,1,1,0
1,246103324610332,246103324610332+1904358+0,Grand Central,774,1,,1,1,0
1,246103324610332,246103324610332+1904373+1,Croton-Harmon,777,0,,12,1,1
1,246103324610332,246103324610332+1904383+0,Grand Central,780,1,,1,1,0
1,246103324610332,246103324610332+1904403+0,Croton-Harmon,785,0,,12,1,0
1,246103324610332,246103324610332+1904430+0,Grand Central,792,1,,1,1,0
1,246103324610332,246103324610332+1904438+0,Grand Central,794,1,,1,1,0
1,246103324610332,246103324610332+1904449+0,Grand Central,796,1,,1,1,0
1,246103324610332,246103324610332+1904466+0,Croton-Harmon,799,0,,12,1,0
1,246103324610332,246103324610332+1904475+0,Grand Central,802,1,,1,1,0
1,246103324610332,246103324610332+1904481+1,Poughkeepsie,803,0,,12,1,1
1,246103324610332,246103324610332+1904497+1,Poughkeepsie,807,0,,12,1,1
1,246103324610332,246103324610332+1904503+1,Poughkeepsie,809,0,,12,1,1
1,246103324610332,246103324610332+1904509+1,Grand Central,810,1,,1,1,1
1,246103324610332,246103324610332+1904515+1,Poughkeepsie,813,0,,12,1,1
1,246103324610332,246103324610332+1904521+1,Grand Central,814,1,,1,1,1
